Session campaign,Session source / medium,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Revenue
Emarsys mail - Exclusive svr - 09/07/2023,Emarsys mail - Exclusive svr - 09/07/2023 / mail,46,55,32,87.78181818,0.695652174,10.69090909,0.581818182,588,58,1,1
Snapchat paid ads - Weekend offers - wellmiel - 19/12/2024 - 21/12/2024,Snapchat paid ads - Weekend offers - wellmiel - 19/12/2024 - 21/12/2024 / paid ad,578,590,10,0.127118644,0.017301038,3.010169492,0.016949153,1776,592,1,1
Facebook paid ad - Weekend offers lensme - 07-09 Sep 2023,Facebook paid ad - Weekend offers lensme - 07-09 Sep 2023 / Paid ad,120,154,65,48.98701299,0.541666667,6.512987013,0.422077922,1003,158,1,1
Slider 1 - Banner 4 - En - Beauty care - snowhite - 26/07/2024 - 31/07/,Slider 1 - Banner 4 - En - Beauty care - snowhite - 26/07/2024 - 31/07/2024 / banner,4,22,18,102.9545455,4.5,8.863636364,0.818181818,195,30,1,1
Slider 2 - Banner 4 - En- H&W - jamieson - 13/06/2024 - 20/06/2024,Slider 2 - Banner 4 - En- H&W - jamieson - 13/06/2024 - 20/06/2024 / Banner,4,8,7,126.875,1.75,24.25,0.875,194,8,1,1
Slider 1 - Banner 1- En - Afle- 01/12/2024 -12/12/2024,Slider 1 - Banner 1- En - Afle- 01/12/2024 -12/12/2024 / Banner,4,24,15,72.08333333,3.75,7.958333333,0.625,191,33,1,1
Slider 1 - Banner 3 - EN - Eid Campaign - Be,Slider 1 - Banner 3 - EN - Eid Campaign - Beauty Care - Oily Skin routine - 02/06/2024 - 16/06/2024 / banner,4,11,9,229,2.25,17,0.818181818,187,19,1,1
Emarsys - 08-12 December Magazine - aderma - 10/12/2023,Emarsys - 08-12 December Magazine - aderma - 10/12/2023 / Email,46,56,36,72.42857143,0.782608696,10.17857143,0.642857143,570,58,1,1
Instagram Story - QV 100 GM Tube 2nd piece for 10 SAR - 28/04/2024 - 30/04/2024,Instagram Story - QV 100 GM Tube 2nd piece for 10 SAR - 28/04/2024 - 30/04/2024 / Story,46,61,28,34.36065574,0.608695652,8.590163934,0.459016393,524,64,1,1
Tiktok+-+Glam+Your+beauty+-+18/06/2023,Tiktok+-+Glam+Your+beauty+-+18/06/2023 / Video/post/story,577,726,128,0.980716253,0.221837088,3.169421488,0.17630854,2301,731,1,1
Facebook Paid Ad - Magazine offers - Baby care - Pediasure- 22-10-2024 - 01-11-2024,Facebook Paid Ad - Magazine offers - Baby care - Pediasure- 22-10-2024 - 01-11-2024 / magazine,129,149,90,36.2885906,0.697674419,5.174496644,0.604026846,771,157,1,1
Slider 1 - Banner 5 - Ar - nivea - 23/02/2023 - 08/03/2023,Slider 1 - Banner 5 - Ar - nivea - 23/02/2023 - 08/03/2023 / banner,4,12,8,104.5,2,15.33333333,0.666666667,184,15,1,1
Instagram Paid Ad - Weekend offers - Himalaya - 15/05/2025 - 17/05/2025,Instagram Paid Ad - Weekend offers - Himalaya - 15/05/2025 - 17/05/2025 / Paid Ad,4,9,9,133.1111111,2.25,20,1,180,10,1,1
(referral),as.search.yahoo.com / referral,4,5,3,267.8,0.75,35.6,0.6,178,7,1,1
Slider 1 - En - Korean Skin Care - 09/03 to 16/03/2025,Slider 1 - En - Korean Skin Care - 09/03 to 16/03/2025 / Banner,4,34,18,175.0882353,4.5,4.941176471,0.529411765,168,38,1,1
Instagram Story - Beauty Care - carmex - 02/06/2024,Instagram Story - Beauty Care - carmex - 02/06/2024 / Story,46,55,34,152.1454545,0.739130435,9.472727273,0.618181818,521,66,1,1
Emarsys - magazine offer - 13-19 Sep - microlife - 20% off,Emarsys - magazine offer - 13-19 Sep - microlife - 20% off / Mail,46,59,31,75.57627119,0.673913043,8.796610169,0.525423729,519,62,1,1
Snapchat paid ads - Weekend offers - avalon - 19/12/2024 - 21/12/2024,Snapchat paid ads - Weekend offers - avalon - 19/12/2024 - 21/12/2024 / paid ad,577,605,17,1.14214876,0.029462738,2.998347107,0.028099174,1814,608,1,1
banner personal care Top offer,banner / banner,11,20,14,179.75,1.272727273,15.25,0.7,305,76,1,1
Slider 1 - Banner 6 - En - Vichy Der - 25/05/2023 - 07/06/2023,Slider 1 - Banner 6 - En - Vichy Der - 25/05/2023 - 07/06/2023 / Banners,4,19,15,61.26315789,3.75,8.789473684,0.789473684,167,31,1,1
Instagram story - Beauty Care - SVR - 01/03/2024 - 07/03/2024,Instagram story - Beauty Care - SVR - 01/03/2024 - 07/03/2024 / Post/Video/Story/Reel,4,5,3,95.4,0.75,31.2,0.6,156,7,1,1
Facebook paid ad - Weekend offers Personal care - 18-20 Jan 2024,Facebook paid ad - Weekend offers Personal care - 18-20 Jan 2024 / Paid ad,4,4,4,367.25,1,37,1,148,5,1,1
Facebook Paid Ad - Weekend offers - Tena - 13/02/2025 - 15/02/2025,Facebook Paid Ad - Weekend offers - Tena - 13/02/2025 - 15/02/2025 / Paid Ad,4,17,12,89.70588235,3,8.588235294,0.705882353,146,19,1,1
Hajj Brand Store,dengage / push,46,138,42,29.7173913,0.913043478,3.623188406,0.304347826,500,138,0.992753623,1
Emarsys - 11-13 April Weekend Offers - Beauty Care - Cetaphil 35% & 50% Off - 11/04/2024,Emarsys - 11-13 April Weekend Offers - Beauty Care - Cetaphil 35% & 50% Off - 11/04/2024 / mail,46,60,27,45.6,0.586956522,7.966666667,0.45,478,65,1,1
Facebook paid ad - Magazine offer - 09-13 May - sensodyne 1+1,Facebook paid ad - Magazine offer - 09-13 May - sensodyne 1+1 / paid ad,576,746,419,40.85790885,0.727430556,6.595174263,0.561662198,4920,762,1,1
Instagram paid ad - Magazine offer - dettol - Personal Care - 26 Jan - 08 Feb 2024,Instagram paid ad - Magazine offer - dettol - Personal Care - 26 Jan - 08 Feb 2024 / paid ad,37,55,41,90.29090909,1.108108108,12.09090909,0.745454545,665,57,1,1
Slider 1 - AR -Tena Lady - 13 - 24/12/2024,Slider 1 - AR -Tena Lady - 13 - 24/12/2024 / Banner,4,16,10,129.0625,2.5,8.875,0.625,142,17,1,1
Slider 1 - Banner 6 - en - Crave - 27/03/2023 - 12/04/2023,Slider 1 - Banner 6 - en - Crave - 27/03/2023 - 12/04/2023 / Banner,4,7,4,201.5714286,1,20.28571429,0.571428571,142,8,1,1
Slider 1 - Banner AR - Clarity - 01/03/2025 - 08/03/2025,Slider 1 - Banner AR - Clarity - 01/03/2025 - 08/03/2025 / Banner,4,9,6,128.3333333,1.5,15.22222222,0.666666667,137,14,1,1
Slider 2 - Banner 5 - en - Be Well - 26/07/2023 - 10/08/2023,Slider 2 - Banner 5 - en - Be Well - 26/07/2023 - 10/08/2023 / Banners,4,11,9,247.7272727,2.25,12.36363636,0.818181818,136,17,1,1
Instagram paid ad - Magazine offers - 20-25 Mar - ba! 2+2,Instagram paid ad - Magazine offers - 20-25 Mar - ba! 2+2 / paid ad,46,54,38,51.16666667,0.826086957,8.555555556,0.703703704,462,56,1,1
(referral),search.brave.com / referral,46,53,38,91.20754717,0.826086957,8.528301887,0.716981132,452,67,1,1
Social Media - Pampers - 25/07/2023,Social Media - Pampers - 25/07/2023 / Social media,576,743,343,27.49528937,0.595486111,5.111709287,0.461641992,3798,753,1,1
Instagram Paid Ad - Magazine offers - Health and Wellness - 01/04/2024 - 10/04/2024,Instagram Paid Ad - Magazine offers - Health and Wellness - 01/04/2024 - 10/04/2024 / Paid ad,1966,2296,1460,36.44294425,0.742624619,6.988240418,0.635888502,16045,2341,1,1
Slider 1 - Banner 1 - EN - Personal Weekend Offers - 01/06/2023 - 03/06/2023,Slider 1 - Banner 1 - EN - Personal Weekend Offers - 01/06/2023 - 03/06/2023 / banner,4,7,4,512.2857143,1,19.28571429,0.571428571,135,7,1,1
Facebook - offer magazine - 05/02/2025,Facebook - offer magazine - 05/02/2025 / Magazine,4,7,7,379.7142857,1.75,18.57142857,1,130,12,1,1
Slider 1 - En - Newlens - 22/12/2024,Slider 1 - En - Newlens - 22/12/2024 / Banner,4,15,11,286.3333333,2.75,8.666666667,0.733333333,130,18,1,1
Instagram Paid Ad - Magazine offers - Tena - 08/05/2025 - 13/05/2025,Paid Ad / Instagram,4,5,4,624,1,25.4,0.8,127,6,1,1
Slider 2 - En - Berkeley Health - 18/05/2025,Slider 2 - En - Berkeley Health - 18/05/2025 / Banner,4,10,8,156.1,2,12.7,0.8,127,11,1,1
Vendor Instagram story - Veet - 20/04/2023,Vendor Instagram story - Veet - 20/04/2023 / video/post/story,4,4,4,260.75,1,31.75,1,127,5,1,1
Slider 1 - En - eid alfitr4- 19/03/2025,Slider 1 - En - eid alfitr4- 19/03/2025 / Banner,4,21,12,79.14285714,3,5.952380952,0.571428571,125,23,1,1
Medical Device Magazine - Omron Bfm214 Body Fat Composition Measuring Unit And Weight Scale - 210249,Medical Device Magazine - Omron Bfm214 Body Fat Composition Measuring Unit And Weight Scale - 210249 / Medical Device Magazine,4,8,3,212.5,0.75,14.625,0.375,117,10,1,1
Instagram paid ad - Magazine offer - Evy Baby - Baby - 08-12 Nov 2023,Instagram paid ad - Magazine offer - Evy Baby - Baby - 08-12 Nov 2023 / paid ad,46,62,32,34.46774194,0.695652174,6.596774194,0.516129032,409,62,1,1
Instagram paid ads - Weekend offers - Beauty care - Vatika - 06/06/2024 - 08/06/2024,Instagram paid ads - Weekend offers - Beauty care - Vatika - 06/06/2024 - 08/06/2024 / Paid ad,46,56,35,32.05357143,0.760869565,7.214285714,0.625,404,56,1,1
Emarsys - 09-16 May Magazine offers - Personal Care - Axe 1+1 offer - 14/05/2024,Emarsys - 09-16 May Magazine offers - Personal Care - Axe 1+1 offer - 14/05/2024 / Email,46,65,40,36.2,0.869565217,6.169230769,0.615384615,401,67,1,1
Salary weekend 27-Apr -25,dengage / push,46,100,37,83.57,0.804347826,3.72,0.37,372,105,0.99,1
facebook paid ad - Magazine offer - uriage - 13-19 Sep 2023,facebook paid ad - Magazine offer - uriage - 13-19 Sep 2023 / paid ad,575,838,519,62.4176611,0.902608696,8.301909308,0.619331742,6957,878,1,1
Facebook paid ads - Weekend offers - Personal care - Vichy Deo - 07/11/2024 - 09/11/2024,Facebook paid ads - Weekend offers - Personal care - Vichy Deo - 07/11/2024 - 09/11/2024 / Weekend,575,665,396,40.19398496,0.688695652,4.869172932,0.595488722,3238,674,1,1
(referral),chatgpt.com / referral,532,749,416,63.27503338,0.781954887,5.951935915,0.55540721,4458,836,0.998664887,1
90eb3bdd02-Back to school Reminder - 13-23 August,Ecommerce Emails / email,416,527,213,35.18026565,0.512019231,5.430740038,0.404174573,2862,539,1,1
Youtube Paid Ad - Weekend offers Beauty - 30/03/2023 - 01/04/2023,Youtube Paid Ad - Weekend offers Beauty - 30/03/2023 - 01/04/2023 / paid ad,4,13,11,51.84615385,2.75,8.692307692,0.846153846,113,25,1,1
Slider 1 - Banner 8 - EN - Personal Care - Flexitol - 08/11/2023 - 21/1,Slider 1 - Banner 8 - EN - Personal Care - Flexitol - 08/11/2023 - 21/11/2023 / Banner,4,11,6,65.63636364,1.5,10.18181818,0.545454545,112,11,1,1
Facebook Paid Ad - Weekend offers - 15-17 Dec - parachute,Facebook Paid Ad - Weekend offers - 15-17 Dec - parachute / paid ad,4,4,4,173.25,1,27,1,108,4,1,1
(referral),top.criteo.com / referral,4,13,8,23.69230769,2,8.230769231,0.615384615,107,13,1,1
Emarsys - Magazine Offer - Baby Care - nuralac - 25/11/2024,Emarsys - Magazine Offer - Baby Care - nuralac - 25/11/2024 / mail,46,65,37,72.6,0.804347826,5.676923077,0.569230769,369,68,1,1
Instagram paid ads - Weekend offers - Beauty care - bioderm - 13/06/2024 - 15/06/2024,Instagram paid ads - Weekend offers - Beauty care - bioderm - 13/06/2024 - 15/06/2024 / Paid ad,46,64,17,18.640625,0.369565217,5.765625,0.265625,369,64,1,1
Snapchat Paid Ad - Weekend Offers - Beauty Care - Bioderma - 04/04/2024 - 06/04/2024,Snapchat Paid Ad - Weekend Offers - Beauty Care - Bioderma - 04/04/2024 - 06/04/2024 / paid ad,575,603,22,0.72305141,0.03826087,3.067993367,0.036484245,1850,602,1,1
Instagram Paid Ad - Magazine offers - Personal Care - Aloe Dent - 22/10/2024 - 31/10/2024,Paid Ad / Instagram,46,52,26,48.01923077,0.565217391,5.038461538,0.5,262,53,1,1
Slider 1 - Banner 9 - EN - Personal Care - Colgate - 08/12/2023 - 24/12%2,Slider 1 - Banner 9 - EN - Personal Care - Colgate - 08/12/2023 - 24/12/2023 / banner,4,9,7,35.66666667,1.75,11.66666667,0.777777778,105,10,1,1
Snapchat Paid Ad - Weekend offers - bepanthen 02/02/2023 - 04/02/2023,Snapchat Paid Ad - Weekend offers - bepanthen 02/02/2023 - 04/02/2023 / paid ad,4,7,2,39,0.5,14.71428571,0.285714286,103,9,1,1
Influencer Paid Ad - Batiste - 06/05/2025,Influencer Paid Ad - Batiste - 06/05/2025 / Paid Ad,4,14,7,57.78571429,1.75,7.285714286,0.5,102,15,1,1
Influencer - Snapchat - original sprout 25% off - 21/02/2023,Influencer - Snapchat - original sprout 25% off - 21/02/2023 / Video/post/story,4,7,5,37.14285714,1.25,14.14285714,0.714285714,99,7,1,1
Instagram paid ad - Magazine offers - 13-24 Apr - Vivahair 2+2,Instagram paid ad - Magazine offers - 13-24 Apr - Vivahair 2+2 / paid ad,46,72,29,31.91666667,0.630434783,5.083333333,0.402777778,366,75,1,1
Instagram paid ad - Weekend offers palette - 27 - 29 July 2023,Instagram paid ad - Weekend offers palette - 27 - 29 July 2023 / Paid ad,46,50,34,42.28,0.739130435,7.12,0.68,356,50,1,1
Facebook paid ad - Magazine offers - 19-23 Feb - headandshoulders 1+1,Facebook paid ad - Magazine offers - 19-23 Feb - headandshoulders 1+1 / paid ad,573,650,311,51.49230769,0.542757417,8.535384615,0.478461538,5548,667,1,1
LS_MundiPharma_KSA_FEM_WomensDay_Display_Eng_320x480_Expat,DV360 / Display,23,29,10,22.37931034,0.434782609,4.172413793,0.344827586,121,30,1,1
Facebook Paid Ad - Email - Vichy - 05/03/2025,Facebook Paid Ad - Email - Vichy - 05/03/2025 / Email,4,9,8,182.6666667,2,10.88888889,0.888888889,98,12,1,1
Ways - Instagram paid ad - Weekend Beauty - 08-10 Jun,Ways - Instagram paid ad - Weekend Beauty - 08-10 Jun / paid ad,4,4,4,104.5,1,24.5,1,98,4,1,1
(referral),ksaphone360.com / referral,4,4,4,517.5,1,24.25,1,97,7,1,1
Mailchimp - Magazine offers - 10-18 July - marnys 1+1,Mailchimp - Magazine offers - 10-18 July - marnys 1+1 / Email,4,13,8,4.538461538,2,7.461538462,0.615384615,97,29,1,1
Facebook Paid Ad - Health and Wellness - Eid Offers - Medical Devices - 09/04/2024 - 15/04/2024,Facebook Paid Ad - Health and Wellness - Eid Offers - Medical Devices - 09/04/2024 - 15/04/2024 / Paid Ad,4,7,7,40.14285714,1.75,13.71428571,1,96,11,1,1
Instagram Paid Ad - Weekend offers - Kotex - 27/02/2025 - 03/03/2025,Instagram Paid Ad - Weekend offers - Kotex - 27/02/2025 - 03/03/2025 / Paid Ad,4,9,4,85,1,10.44444444,0.444444444,94,29,1,1
(referral),abbott.omddev.com / referral,4,19,11,3.473684211,2.75,4.894736842,0.578947368,93,19,1,1
Instagram Paid Ad - Lilies & Love - 13/05/2025,Instagram Paid Ad - Lilies & Love - 13/05/2025 / Paid Ad,4,12,9,63.25,2.25,7.75,0.75,93,14,1,1
Emarsys - 18-20 January 2024 - Weekend offers - Beauty care - Hairburst 30% Off - 18/01/2024,Emarsys - 18-20 January 2024 - Weekend offers - Beauty care - Hairburst 30% Off - 18/01/2024 / Email,46,62,27,32.9516129,0.586956522,5.564516129,0.435483871,345,64,1,1
Instagram Paid Ad - Weekend offers - avent - 24/04/2025 - 26/04/2025,Paid Ad / Instagram,46,62,26,43.61290323,0.565217391,5.532258065,0.419354839,343,63,1,1
Instagram paid ad - Magazine offer - 25 May - 07 Jun - beurer 40%off,Instagram paid ad - Magazine offer - 25 May - 07 Jun - beurer 40%off / paid ad,46,74,31,18.7027027,0.673913043,4.567567568,0.418918919,338,77,1,1
Emarsys - 21-24 December Magazine - Beauty Care - Anivagene Exclusive Online - 50% off - 23/12/2023,Emarsys - 21-24 December Magazine - Beauty Care - Anivagene Exclusive Online - 50% off - 23/12/2023 / mail,46,58,23,47.94827586,0.5,5.74137931,0.396551724,333,61,1,1
Snapchat Paid Ad - Weekend Offers - lilies&love - Beauty Care - 08/02/2024 - 10/02/2024,Snapchat Paid Ad - Weekend Offers - lilies&love - Beauty Care - 08/02/2024 - 10/02/2024 / Paid Ad,572,583,11,0.003430532,0.019230769,3.008576329,0.018867925,1754,585,1,1
Instagram Paid ad - nivea rose - 25/12/2023,Instagram Paid ad - nivea rose - 25/12/2023 / paid ad,571,676,318,55.12278107,0.556917688,8.304733728,0.470414201,5614,708,1,1
Snapchat Paid Ad - Magazine Offers - Health and wellness - priorin - 24/05/2024 - 06/06/2024,Snapchat Paid Ad - Magazine Offers - Health and wellness - priorin - 24/05/2024 - 06/06/2024 / Paid Ad,3931,4537,1578,27.06766586,0.401424574,5.711483359,0.347806921,25913,4549,1,1
Facebook paid ad - Foundation day - Neutrogena - 06/02/2024,Facebook paid ad - Foundation day - Neutrogena - 06/02/2024 / Paid ad,522,644,255,29.52173913,0.488505747,5.72826087,0.395962733,3689,672,1,1
Optifast_Very_Low_Calorie_Diet_Dessert_Chocolate_Flavor,Optifast_MENA / Adimo,4,5,3,113.4,0.75,18.6,0.6,93,5,1,1
(referral),privacywall.org / referral,4,5,4,90.4,1,18.2,0.8,91,7,1,1
(referral),fikrafarida.com / referral,4,9,5,75.88888889,1.25,9.888888889,0.555555556,89,9,1,1
(referral),hossamheiba.github.io / referral,4,23,10,5.652173913,2.5,3.869565217,0.434782609,89,24,1,1
Instagram Paid Ad - Weekend offers beauty - 11/05/2023 - 13/05/2023,Instagram Paid Ad - Weekend offers beauty - 11/05/2023 - 13/05/2023 / Paid Ad,4,4,4,216.25,1,22.25,1,89,4,1,1
SMS - Lifree Exclusive offer - 29-31 October 2022,SMS - Lifree Exclusive offer - 29-31 October 2022 / SMS,4,7,5,86.85714286,1.25,12,0.714285714,84,11,1,1
Slider 1 - Banner 1 - en - Weekend Offers - 23/03/2023 - 25/03/2023,Slider 1 - Banner 1 - en - Weekend Offers - 23/03/2023 - 25/03/2023 / Banner,4,13,3,40.76923077,0.75,6.384615385,0.230769231,83,16,1,1
(referral),localhost / referral,4,20,10,32.95,2.5,4.1,0.5,82,21,1,1
Facebook Paid Ad - Weekend offers - La Belle - 24/04/2025 - 26/04/2025,Paid Ad / Facebook,46,59,31,40.93220339,0.673913043,5.593220339,0.525423729,330,59,1,1
Emarsys - Magazine Offer - 16-22 Aug - Baby Care - Pediasure 40% on 2nd - 19/08/2024,Emarsys - Magazine Offer - 16-22 Aug - Baby Care - Pediasure 40% on 2nd - 19/08/2024 / Mail,46,61,26,26.42622951,0.565217391,5.31147541,0.426229508,324,63,1,1
Facebook Paid Ad - Magazine offers - Basix - 24/02/2025 - 08/03/2025,paid ad / Facebook,46,67,33,41.53731343,0.717391304,4.671641791,0.492537313,313,74,1,1
Instagram Paid Ad - Weekend offers - Wixsana - 06/03/2025 - 08/03/2025,Instagram Paid Ad - Weekend offers - Wixsana - 06/03/2025 - 08/03/2025 / Paid Ad,46,57,34,28.87719298,0.739130435,4.912280702,0.596491228,280,62,1,1
Instagram Paid Ad - Magazine offers - Beauty Care - 13/10/2024 - 21/10/2024,Paid Ad / Instagram,571,712,375,38.92696629,0.656742557,4.758426966,0.526685393,3388,737,1,1
Facebook Paid Ad - Eid Adha Campaign - Sponsors - Loreal - 07/06/2024 - 25/06/2024,Facebook Paid Ad - Eid Adha Campaign - Sponsors - Loreal - 07/06/2024 - 25/06/2024 / Paid Ad,571,631,182,21.61172742,0.318739054,5.239302694,0.288431062,3306,637,1,1
Instagram paid ad - Magazine offer - pampers - 13-20 Oct 2023,Instagram paid ad - Magazine offer - pampers - 13-20 Oct 2023 / paid ad,499,646,381,30.69349845,0.763527054,6.537151703,0.589783282,4223,658,1,1
(referral),couponsah.com / referral,11,18,5,20.66666667,0.454545455,4.166666667,0.277777778,75,19,1,1
Instagram Paid Ad - 25-27 Jan Weekend Offers - Beauty Care - 25/01/2024 - 27/01/2024,Instagram Paid Ad - 25-27 Jan Weekend Offers - Beauty Care - 25/01/2024 - 27/01/2024 / Paid Ad,4,4,3,58,0.75,20.25,0.75,81,4,1,1
Slider 1 - Banner 7 - En - Personal Care - beesline - 09/08/2024 - 10/0,Slider 1 - Banner 7 - En - Personal Care - beesline - 09/08/2024 - 10/08/2024 / banner,4,13,9,110.6153846,2.25,6.153846154,0.692307692,80,16,1,1
Instagram story - Dettol - 16/04/2023,Instagram story - Dettol - 16/04/2023 / video/post/story,4,5,4,215.4,1,15.6,0.8,78,5,1,1
Instagram story - Beauty care - sebamed - 06/11/2024,Instagram story - Beauty care - sebamed - 06/11/2024 / Story,4,6,5,207.5,1.25,12.5,0.833333333,75,8,1,1
Snapchat Paid Ad - Magazine Offers - Personal Care - Dettol - 26/04/2024 - 08/05/2024,Snapchat Paid Ad - Magazine Offers - Personal Care - Dettol - 26/04/2024 - 08/05/2024 / Paid Ad,46,59,25,9.457627119,0.543478261,4.593220339,0.423728814,271,61,1,1
Facebook paid ads - Weekend offers - Beauty care - Palette - 12/12/2024 - 14/12/2024,Facebook paid ads - Weekend offers - Beauty care - Palette - 12/12/2024 - 14/12/2024 / paid ad,46,55,32,45.14545455,0.695652174,4.763636364,0.581818182,262,55,1,1
Instagram Paid Ad - Weekend - beurer - 12-09-2024 - 14-09-2022,Instagram / Paid Ad,570,657,395,39.87519026,0.692982456,5.867579909,0.601217656,3855,664,1,1
snapchat paid ad - Magazine offer - diabetic monitors - 24 Aug - 07 Sep 2023,snapchat paid ad - Magazine offer - diabetic monitors - 24 Aug - 07 Sep 2023 / paid ad,4644,5646,2537,29.97290117,0.546296296,5.7623096,0.449344669,32534,5703,1,1
Slider 2 - Banner 3 - en - Baby joy - 02/03/2023 - 15/03/2023,Slider 2 - Banner 3 - en - Baby joy - 02/03/2023 - 15/03/2023 / banner,4,6,3,87.83333333,0.75,12.16666667,0.5,73,8,1,1
Facebook Paid Ad - Magazine offers - KOLESTON- 08/02/2025 - 18/02/2025,Facebook Paid Ad - Magazine offers - KOLESTON- 08/02/2025 - 18/02/2025 / Magazine,4,5,4,340.6,1,14,0.8,70,12,1,1
Slider 1 - Banner 5 - En - la roche - 26/07/2023 -07/08/2023,Slider 1 - Banner 5 - En - la roche - 26/07/2023 -07/08/2023 / banner,4,7,3,41.28571429,0.75,9.857142857,0.428571429,69,9,1,1
Slider 1 - Banner 6 - en - nivea - 23/05/2023 - 30/05/2023,Slider 1 - Banner 6 - en - nivea - 23/05/2023 - 30/05/2023 / banners,4,9,4,69.55555556,1,7.666666667,0.444444444,69,10,1,1
(referral),Meta-SiteLink-4 / referral,46,53,39,39.0754717,0.847826087,4.905660377,0.735849057,260,53,1,1
Snapchat Paid Ad - whyte - 16/05/2023 - 31/05/2023,Snapchat Paid Ad - whyte - 16/05/2023 - 31/05/2023 / Snapchat Paid Ad,46,53,13,10.32075472,0.282608696,4.320754717,0.245283019,229,53,1,1
Instagram - Baby Care- Nuralac Offer - 16/11/2024 - 21/11/2024,Instagram - Baby Care- Nuralac Offer - 16/11/2024 - 21/11/2024 / Offers,570,667,400,44.49175412,0.701754386,5.176911544,0.59970015,3453,686,1,1
Instagram Paid Ad - Weekend offers - Personal care - 10/10/2024 - 12/10/2024,Instagram Paid Ad - Weekend offers - Personal care - 10/10/2024 - 12/10/2024 / Paid Ad,51,56,44,78.35714286,0.862745098,7.339285714,0.785714286,411,65,1,1
Snapchat paid ads - Weekend offers -WELLMIEL - 05/12/2024 - 07/12/2024,Snapchat paid ads - Weekend offers -WELLMIEL - 05/12/2024 - 07/12/2024 / Weekend,4,5,3,212.8,0.75,13.8,0.6,69,5,1,1
App Download Page,Website / (none),4,6,4,43.5,1,11.33333333,0.666666667,68,25,0.333333333,1
Instagram Paid Ad - Ramadan store - 25/03/2025,Instagram Paid Ad - Ramadan store - 25/03/2025 / Paid Ad,4,4,3,250.25,0.75,17,0.75,68,5,1,1
Slider 1 - Banner 5 - Ar - Beauty Care - denman - 12/07/2024 - 18/07/2024,Slider 1 - Banner 5 - Ar - Beauty Care - denman - 12/07/2024 - 18/07/2024 / banner,4,8,5,45.875,1.25,8.5,0.625,68,9,1,1
New video | testing | 9\12\2024,fb / Facebook_Mobile_Feed,46,53,10,2.150943396,0.217391304,3.396226415,0.188679245,180,53,1,1
Snapchat Paid Ad - Weekend - labello - 26-09-2024 - 29-09-2022,Snapchat Paid Ad - Weekend - labello - 26-09-2024 - 29-09-2022 / Paid Ad,46,49,9,5.551020408,0.195652174,3.469387755,0.183673469,170,49,1,1
Facebook paid ad - Magazine offers - 13-24 Apr - glavolean XY,Facebook paid ad - Magazine offers - 13-24 Apr - glavolean XY / paid ad,570,753,204,19.05577689,0.357894737,3.843293493,0.270916335,2894,757,1,1
Slider 1 - Banner 4 - AR - Beauty Care - toniguy - 02/02/2024 - 20/02/2024,Slider 1 - Banner 4 - AR - Beauty Care - toniguy - 02/02/2024 - 20/02/2024 / banner,38,90,58,210.3333333,1.526315789,19.42222222,0.644444444,1748,103,1,1
Instagram paid ad - Magazine offer - baby joy - 24 Sep - 07 Oct 2023,l.instagram.com / paid ad,4,5,5,79.2,1.25,13.4,1,67,5,1,1
Instagram Paid Ad - Weekend offers - Jp - 27/02/2025 - 03/03/2025,Instagram Paid Ad - Weekend offers - Jp - 27/02/2025 - 03/03/2025 / Paid Ad,4,7,4,84.85714286,1,9.285714286,0.571428571,65,11,1,1
(referral),doktox.com / referral,4,6,3,188.5,0.75,10.5,0.5,63,6,1,1
Emarsys - Weekend offers - clarity - 19/12/2024 - 21/12/2024,Emarsys - Weekend offers - clarity - 19/12/2024 - 21/12/2024 / mail,4,6,3,76.83333333,0.75,10.5,0.5,63,6,1,1
Mailchimp - Weekend colgate - 22-24 Jun,Mailchimp - Weekend colgate - 22-24 Jun / Mail,45,57,29,187.877193,0.644444444,20.29824561,0.50877193,1157,78,1,1
Emarsys - Magazine Offer - 26 July 08 Aug- Beauty Care payot - 02/08/2024,Emarsys - Magazine Offer - 26 July 08 Aug- Beauty Care payot - 02/08/2024 / Email,45,53,28,79.50943396,0.622222222,11.16981132,0.528301887,592,72,1,1
Facebook Paid Ad - Baby Milk Magazine - Baby Care - Sim,Facebook Paid Ad - Baby Milk Magazine - Baby Care - Similac Gold 1&2 - 2 PCS For 178 SAR - 26 - 28 Feb 2024 / Paid Ad,569,668,125,8.628742515,0.219683656,3.502994012,0.187125749,2340,669,1,1
Facebook Paid Ad - Magazine offers - Beauty Care - Studex - 22/10/2024 - 31/10/2024,Paid Ad / Facebook,1108,1326,888,63.04826546,0.801444043,7.116892911,0.669683258,9437,1347,1,1
20/05/2025,Bayer / Influencer,4,8,5,35.25,1.25,7.75,0.625,62,12,1,1
Facebook Paid Ad - Weekend Offers - Beauty Care - 18/04/2024 - 20/04/2024,Facebook Paid Ad - Weekend Offers - Beauty Care - 18/04/2024 - 20/04/2024 / Paid Ad,4,7,4,55.71428571,1,8.857142857,0.571428571,62,10,1,1
(referral),Instagram paid ad - Magazine offers - 09-13 Feb - pediasure 40% on 2nd / referral,4,4,3,107.5,0.75,15.25,0.75,61,5,1,1
Instagram paid ads - The game - 23/01/2025,Instagram paid ads - The game - 23/01/2025 / paid ad,4,7,3,73.42857143,0.75,8.714285714,0.428571429,61,7,1,1
