ID,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Income
09KTH,6,6,6,117,1,8,1,48,7,1,1
Q6O16,55,71,40,54.36619718,0.727272727,6.901408451,0.563380282,490,77,1,1
3OSA4,55,62,43,69.17741935,0.781818182,7.467741935,0.693548387,463,102,1,1
F9NVT,694,795,498,31.48930818,0.717579251,4.976100629,0.626415094,3956,807,1,1
9TKPU,69,92,44,45.68478261,0.637681159,6.467391304,0.47826087,595,94,1,1
G2SZU,6,7,3,97,0.5,6.857142857,0.428571429,48,8,1,1
OXQ0B,6,8,5,21.875,0.833333333,5.875,0.625,47,8,1,1
51ISH,6,6,4,33.5,0.666666667,7.833333333,0.666666667,47,7,1,1
ACFMI,6,8,5,70.625,0.833333333,5.75,0.625,46,8,1,1
KKNND,55,58,31,56.4137931,0.563636364,7.896551724,0.534482759,458,64,1,1
WXFTA,55,126,46,40.38095238,0.836363636,3.492063492,0.365079365,440,127,0.976190476,1
V9J2Y,693,710,26,0.211267606,0.037518038,3.04084507,0.036619718,2159,717,1,1
XIEIA,216,287,179,71.84320557,0.828703704,6.299651568,0.62369338,1808,300,1,1
80Q6O,6,7,6,100.8571429,1,6.571428571,0.857142857,46,7,1,1
TUX8F,6,8,5,145,0.833333333,5.75,0.625,46,8,1,1
RFRG2,6,6,4,30.66666667,0.666666667,7.666666667,0.666666667,46,6,1,1
440NS,6,6,2,38.83333333,0.333333333,7.666666667,0.333333333,46,6,1,1
LOAZL,55,65,27,32.27692308,0.490909091,6.646153846,0.415384615,432,74,1,1
X5QHO,55,72,47,47.375,0.854545455,5.305555556,0.652777778,382,73,1,1
TIKCO,691,727,18,0.207702889,0.026049204,2.986244842,0.024759285,2171,727,1,1
IN3QL,132,158,100,79.59493671,0.757575758,11.8164557,0.632911392,1867,179,1,1
CTB1O,6,6,3,21.16666667,0.5,7.5,0.5,45,6,1,1
GLS1K,6,6,6,165,1,7.5,1,45,6,1,1
0T3JS,6,8,2,14,0.333333333,5.625,0.25,45,8,1,1
KIJ9S,6,6,3,82.16666667,0.5,7.5,0.5,45,6,1,1
S7607,55,62,62,12.74193548,1.127272727,5.870967742,1,364,132,1,1
Z4QRA,55,65,24,32.38461538,0.436363636,5.276923077,0.369230769,343,65,1,1
F6SGP,689,769,61,0.052015605,0.088534107,2.979193758,0.079323797,2291,768,1,1
LGB52,520,588,381,60.38605442,0.732692308,10.59013605,0.647959184,6227,600,1,1
VWGNW,6,7,5,32.28571429,0.833333333,6.428571429,0.714285714,45,7,1,1
P52X7,6,7,5,40.71428571,0.833333333,6.428571429,0.714285714,45,9,1,1
7RXWY,6,8,6,49.125,1,5.5,0.75,44,10,1,1
7DKZ6,6,9,8,47.66666667,1.333333333,4.777777778,0.888888889,43,9,1,1
KME4G,55,71,22,22.33802817,0.4,4.704225352,0.309859155,334,71,1,1
N9PZZ,55,68,18,14.5,0.327272727,4.632352941,0.264705882,315,69,1,1
VOA40,686,725,423,38.11310345,0.616618076,8.188965517,0.583448276,5937,744,1,1
0OS50,89,351,227,105.5641026,2.550561798,13.34757835,0.646723647,4685,452,1,1
B8KDW,6,6,4,27.83333333,0.666666667,7.166666667,0.666666667,43,14,1,1
IXQZB,6,9,5,11.11111111,0.833333333,4.666666667,0.555555556,42,9,1,1
EVC0N,6,6,6,19.5,1,7,1,42,6,1,1
Q54A3,6,11,5,9.181818182,0.833333333,3.727272727,0.454545455,41,11,1,1
F2GQF,55,76,23,6.394736842,0.418181818,3.236842105,0.302631579,246,76,1,1
L8M9Q,55,66,17,5.696969697,0.309090909,3.575757576,0.257575758,236,66,1,1
LTQYS,685,759,233,20.2397892,0.340145985,3.895915679,0.306982872,2957,779,1,1
8XY3U,28,36,15,56.27777778,0.535714286,6.25,0.416666667,225,37,1,1
1T0PS,6,8,3,23.625,0.5,5.125,0.375,41,8,1,1
OQZFU,6,6,4,69.16666667,0.666666667,6.666666667,0.666666667,40,6,1,1
KAKDZ,6,9,5,55.44444444,0.833333333,4.333333333,0.555555556,39,10,1,1
8NV98,6,7,4,8.285714286,0.666666667,5.571428571,0.571428571,39,9,1,1
W3K79,55,62,14,3.064516129,0.254545455,3.483870968,0.225806452,216,62,1,1
HIISI,55,59,2,0.796610169,0.036363636,3.169491525,0.033898305,187,59,1,1
J6LKJ,684,805,753,33.29192547,1.100877193,5.031055901,0.935403727,4050,1600,1,1
015ZU,16395,30484,8208,2.278080304,0.500640439,3.05104317,0.269256003,93008,30572,1,1
XK43G,6,6,5,95.16666667,0.833333333,6.5,0.833333333,39,6,1,1
OZ3ZT,6,6,5,53,0.833333333,6.5,0.833333333,39,6,1,1
K6YK4,6,6,4,39.5,0.666666667,6.5,0.666666667,39,6,1,1
WLHSW,6,10,4,5.2,0.666666667,3.9,0.4,39,10,1,1
DA3BX,55,56,5,0,0.090909091,3.071428571,0.089285714,172,56,1,1
7VG5M,54,169,140,212.0710059,2.592592593,24.10059172,0.828402367,4073,238,1,1
X67BX,682,729,69,8.319615912,0.101173021,3.770919067,0.094650206,2749,732,1,1
2OO4C,172,222,111,45.31981982,0.645348837,6.662162162,0.5,1479,239,1,1
SLM5Z,6,9,3,19.11111111,0.5,4.333333333,0.333333333,39,9,1,1
X26E0,6,7,4,74,0.666666667,5.428571429,0.571428571,38,7,1,1
NWC26,6,9,2,7.333333333,0.333333333,4.222222222,0.222222222,38,9,1,1
BLI55,6,7,7,7.428571429,1.166666667,5.285714286,1,37,15,1,1
E7Y3S,54,71,48,120.6901408,0.888888889,11.85915493,0.676056338,842,78,1,1
E0A4L,54,99,52,37.72727273,0.962962963,7.545454545,0.525252525,747,102,1,1
PZ6H0,680,925,366,26.15783784,0.538235294,5.149189189,0.395675676,4763,942,1,1
P6Z1E,364,418,139,27.64832536,0.381868132,4.581339713,0.332535885,1915,423,1,1
62OU0,6,9,4,9.888888889,0.666666667,4.111111111,0.444444444,37,9,1,1
2UOZ4,6,7,6,85.57142857,1,5.285714286,0.857142857,37,8,1,1
9IJZ1,6,7,3,5.571428571,0.5,5.142857143,0.428571429,36,7,1,1
VNCZ4,6,10,6,50.4,1,3.6,0.6,36,10,1,1
3L3JQ,54,62,34,69.30645161,0.62962963,11,0.548387097,682,66,1,1
FXK6M,54,79,50,86.94936709,0.925925926,8.189873418,0.632911392,647,106,1,1
H1ILR,679,1011,412,21.5529179,0.606774669,5.263105836,0.40751731,5321,1041,1,1
1XUND,15,66,46,265.9393939,3.066666667,31.16666667,0.696969697,2057,85,1,1
S5ZOO,6,11,5,22,0.833333333,3.272727273,0.454545455,36,11,1,1
HBNQY,6,6,5,50.83333333,0.833333333,6,0.833333333,36,6,1,1
FKK1R,6,9,4,9.444444444,0.666666667,4,0.444444444,36,9,1,1
CDUQT,6,10,5,36.1,0.833333333,3.6,0.5,36,10,1,1
AFIZ3,54,88,53,46.76136364,0.981481481,7.056818182,0.602272727,621,90,1,1
E70CZ,54,76,35,48.97368421,0.648148148,7.605263158,0.460526316,578,79,1,1
5M4DV,678,751,372,38.67643142,0.548672566,4.394141145,0.495339547,3300,762,1,1
OZIAR,4,6,5,85.83333333,1.25,7.166666667,0.833333333,43,11,1,1
3AZCH,6,6,2,43.66666667,0.333333333,6,0.333333333,36,9,1,1
PONJ3,6,9,6,15.77777778,1,3.888888889,0.666666667,35,9,1,1
1ATQZ,6,6,5,26,0.833333333,5.833333333,0.833333333,35,6,1,1
TKABS,6,10,4,31.5,0.666666667,3.5,0.4,35,10,1,1
HWP89,54,84,45,90.94047619,0.833333333,6.511904762,0.535714286,547,104,1,1
MTOVC,54,82,40,40.97560976,0.740740741,6.670731707,0.487804878,547,88,1,1
0WAPQ,677,915,564,50.22622951,0.833087149,7.994535519,0.616393443,7315,971,1,1
VGFYE,9,10,8,133,0.888888889,10.9,0.8,109,27,0.9,1
GJKIO,6,6,4,75.66666667,0.666666667,5.833333333,0.666666667,35,6,1,1
QCI63,6,8,3,7.625,0.5,4.375,0.375,35,8,1,1
FMGN3,6,9,4,22.88888889,0.666666667,3.888888889,0.444444444,35,9,1,1
AYUTX,6,6,2,19.83333333,0.333333333,5.833333333,0.333333333,35,6,1,1
WCHMI,6,8,4,31.25,0.666666667,4.25,0.5,34,8,1,1
ESFMB,6,8,7,89.25,1.166666667,4.125,0.875,33,8,1,1
14GRZ,6,9,0,0,0,3.666666667,0,33,9,1,1
P0YN4,6,6,4,32.33333333,0.666666667,5.5,0.666666667,33,6,1,1
VXH7G,6,10,3,0.6,0.5,3.2,0.3,32,10,1,1
AJVV7,6,7,3,13,0.5,4.571428571,0.428571429,32,9,1,1
6S8DC,6,9,4,28.55555556,0.666666667,3.555555556,0.444444444,32,9,1,1
MYRNO,6,6,2,54.5,0.333333333,5.333333333,0.333333333,32,6,1,1
G0S9O,54,75,29,53.2,0.537037037,6.746666667,0.386666667,506,75,1,1
EQD8W,54,74,44,35.66216216,0.814814815,6.756756757,0.594594595,500,79,1,1
TCT13,54,75,41,37.70666667,0.759259259,5.893333333,0.546666667,442,79,1,1
0RY5H,54,69,53,62.62318841,0.981481481,6.202898551,0.768115942,428,78,1,1
3JY8R,54,73,37,33.83561644,0.685185185,5.835616438,0.506849315,426,76,1,1
4AZ8P,54,87,32,51.96551724,0.592592593,4.689655172,0.367816092,408,95,1,1
7JXW7,677,706,19,0.256373938,0.028064993,2.987252125,0.026912181,2109,707,1,1
36FK9,676,712,32,0.004213483,0.047337278,2.998595506,0.04494382,2135,713,1,1
FL7JA,674,759,207,12.56258235,0.307121662,3.95256917,0.272727273,3000,764,1,1
T87SS,262,351,187,20.76353276,0.713740458,5.145299145,0.532763533,1806,356,1,1
1OXGZ,248,311,195,84.69453376,0.786290323,10.32797428,0.627009646,3212,336,1,1
0PWDA,6,43,30,112.255814,5,13.95348837,0.697674419,600,295,1,1
S8KX2,6,8,6,6.375,1,3.875,0.75,31,14,1,1
LJ672,6,6,4,29.5,0.666666667,5.166666667,0.666666667,31,6,1,1
TTYKF,6,9,7,8.666666667,1.166666667,3.444444444,0.777777778,31,9,1,1
2V1X1,6,7,3,7,0.5,4.428571429,0.428571429,31,7,1,1
9L07V,54,71,41,59.45070423,0.759259259,5.464788732,0.577464789,388,89,1,1
LH1ND,54,59,38,62.16949153,0.703703704,6.271186441,0.644067797,370,63,1,1
ZLK8Y,672,727,127,9.481430536,0.188988095,3.370013755,0.174690509,2450,731,1,1
VHON2,2418,2718,891,16.93193525,0.368486352,4.802796174,0.32781457,13054,2744,1,1
VHMZZ,6,11,0,0,0,2.818181818,0,31,11,1,1
2480B,6,8,3,16.75,0.5,3.875,0.375,31,10,1,1
2TI4K,6,6,5,28.16666667,0.833333333,5.166666667,0.833333333,31,6,1,1
GK8EW,6,6,5,0.666666667,0.833333333,5,0.833333333,30,6,1,1
A69FN,54,75,41,47.41333333,0.759259259,4.88,0.546666667,366,93,1,1
A3696,54,77,43,23.51948052,0.796296296,4.675324675,0.558441558,360,80,1,1
BUEL5,671,748,85,12.01336898,0.126676602,3.657754011,0.113636364,2736,747,1,1
C8QIZ,25,49,26,152.4285714,1.04,19.73469388,0.530612245,967,72,1,1
TFIE2,6,6,5,132.5,0.833333333,5,0.833333333,30,6,1,1
R0O7F,6,9,6,2.333333333,1,3.333333333,0.666666667,30,9,1,1
ILSDJ,6,8,4,32.125,0.666666667,3.75,0.5,30,9,1,1
Q9X1P,6,11,2,2.090909091,0.333333333,2.636363636,0.181818182,29,11,1,1
1XCL2,54,80,28,15.4375,0.518518519,4.325,0.35,346,80,1,1
7LC86,54,68,43,39.39705882,0.796296296,4.632352941,0.632352941,315,68,1,1
RO0HB,670,787,128,4.147395172,0.191044776,3.382465057,0.162642948,2662,789,1,1
QY506,227,246,116,56.8902439,0.511013216,8.414634146,0.471544715,2070,255,1,1
ZHB2V,6,6,6,7.833333333,1,4.833333333,1,29,6,1,1
UKQZX,6,6,5,37.5,0.833333333,4.833333333,0.833333333,29,6,1,1
7FQ6Y,6,6,4,16.83333333,0.666666667,4.833333333,0.666666667,29,6,1,1
3CRVC,6,6,3,34.66666667,0.5,4.833333333,0.5,29,6,1,1
QJVQZ,54,60,21,28.26666667,0.388888889,5.05,0.35,303,60,1,1
I19RH,54,58,25,14.01724138,0.462962963,4.551724138,0.431034483,264,58,1,1
QGDVG,669,728,48,0.495879121,0.071748879,3.04532967,0.065934066,2217,729,1,1
8W939,61,155,113,148.1419355,1.852459016,19.76774194,0.729032258,3064,198,1,1
T3NC2,6,6,4,16.16666667,0.666666667,4.666666667,0.666666667,28,6,1,1
MNRQX,6,6,5,78.83333333,0.833333333,4.666666667,0.833333333,28,6,1,1
96YIM,6,7,3,5.285714286,0.5,4,0.428571429,28,7,1,1
E0Y7B,6,6,5,30.5,0.833333333,4.666666667,0.833333333,28,6,1,1
6SO0S,6,9,2,4.222222222,0.333333333,3.111111111,0.222222222,28,9,1,1
NDLS8,6,6,3,7.166666667,0.5,4.666666667,0.5,28,6,1,1
98DON,6,8,2,0.875,0.333333333,3.375,0.25,27,8,1,1
QBT0U,6,6,6,3.666666667,1,4.5,1,27,12,1,1
6NSPB,54,56,56,3.196428571,1.037037037,4.482142857,1,251,113,1,1
OH070,54,61,9,3.885245902,0.166666667,3.426229508,0.147540984,209,61,1,1
WACW3,54,57,14,4.578947368,0.259259259,3.543859649,0.245614035,202,57,1,1
OC3XW,54,55,0,0,0,2.927272727,0,161,55,1,1
V9TS6,668,796,270,16.65075377,0.404191617,3.576633166,0.33919598,2847,807,1,1
FY2O9,667,809,298,21.13967862,0.446776612,4.940667491,0.368355995,3997,824,1,1
ASFJU,3195,3733,1693,39.49611572,0.529890454,6.396196089,0.453522636,23877,3688,1,1
W2K9G,568,667,183,19.57571214,0.322183099,4.502248876,0.274362819,3003,673,1,1
3TQBW,6,14,9,47.57142857,1.5,1.928571429,0.642857143,27,2,0.071428571,1
ID5UE,6,7,2,37.14285714,0.333333333,3.857142857,0.285714286,27,7,1,1
9F2C1,6,6,3,22.16666667,0.5,4.5,0.5,27,6,1,1
M5229,6,9,1,2.222222222,0.166666667,3,0.111111111,27,9,1,1
GUATV,53,75,56,186.3333333,1.056603774,20.34666667,0.746666667,1526,85,1,1
70THK,53,60,43,87.83333333,0.811320755,11.95,0.716666667,717,65,1,1
P482J,665,892,463,31.97869955,0.696240602,5.686098655,0.519058296,5072,918,1,1
LBR9V,402,543,251,42.50092081,0.624378109,5.629834254,0.462246777,3057,553,1,1
L3RUS,6,8,3,11.25,0.5,3.375,0.375,27,8,1,1
A5K2R,6,8,2,1,0.333333333,3.25,0.25,26,8,1,1
MF71T,6,7,4,4.285714286,0.666666667,3.714285714,0.571428571,26,7,1,1
9SRI4,6,7,3,5.285714286,0.5,3.714285714,0.428571429,26,7,1,1
AY4J4,53,71,52,64.09859155,0.981132075,9.253521127,0.732394366,657,73,1,1
31PVD,53,81,37,54.74074074,0.698113208,7.938271605,0.456790123,643,88,1,1
PLECJ,665,818,296,23.93887531,0.445112782,4.569682152,0.361858191,3738,827,1,1
XQFUY,531,579,124,8.81865285,0.233521657,3.713298791,0.214162349,2150,585,1,1
IPEXO,6,7,0,0,0,3.714285714,0,26,7,1,1
29ANR,6,10,0,0,0,2.6,0,26,10,1,1
TBJ1W,6,8,2,2.875,0.333333333,3.125,0.25,25,8,1,1
11S17,6,7,3,5.142857143,0.5,3.571428571,0.428571429,25,7,1,1
3XEHU,53,78,51,57.8974359,0.962264151,8.051282051,0.653846154,628,87,1,1
VEZE7,53,75,41,55.68,0.773584906,8.04,0.546666667,603,85,1,1
UF7JF,664,838,384,38.85918854,0.578313253,6.792362768,0.45823389,5692,863,1,1
Q9UWM,673,930,497,27.85913978,0.738484398,6.056989247,0.534408602,5633,956,1,1
YDZKR,6,6,2,9.666666667,0.333333333,4.166666667,0.333333333,25,7,1,1
MVQFG,6,7,3,24.85714286,0.5,3.571428571,0.428571429,25,7,1,1
L9ISY,6,9,1,0,0.166666667,2.777777778,0.111111111,25,9,1,1
DAM4T,6,6,4,10.16666667,0.666666667,4.166666667,0.666666667,25,6,1,1
T7R3H,53,69,50,44.30434783,0.943396226,8.536231884,0.724637681,589,72,1,1
BMT8U,53,75,29,49.64,0.547169811,7.773333333,0.386666667,583,79,1,1
ZA7CP,664,738,166,7.063685637,0.25,3.681571816,0.224932249,2717,750,1,1
E6QTA,2340,2809,1355,27.53292987,0.579059829,5.9248843,0.48237807,16643,2898,1,1
3SKJO,6,6,3,10,0.5,4.166666667,0.5,25,6,1,1
07ZZX,6,6,1,22.5,0.166666667,4.166666667,0.166666667,25,6,1,1
UZMNT,6,7,5,5.285714286,0.833333333,3.571428571,0.714285714,25,8,1,1
5IMQ5,6,7,2,0,0.333333333,3.428571429,0.285714286,24,7,1,1
M6MDW,53,96,48,34.13541667,0.905660377,5.760416667,0.5,553,97,1,1
3A979,53,79,40,40.27848101,0.754716981,6.82278481,0.506329114,539,86,1,1
947UH,664,702,37,0.024216524,0.055722892,2.995726496,0.052706553,2103,701,1,1
MADP5,5,11,6,78,1.2,12,0.545454545,132,13,1,1
JVS6D,6,7,3,0.714285714,0.5,3.428571429,0.428571429,24,7,1,1
RWQY4,6,6,2,11,0.333333333,4,0.333333333,24,6,1,1
L33X3,6,8,3,31,0.5,3,0.375,24,8,1,1
SIH21,6,6,3,5.833333333,0.5,4,0.5,24,6,1,1
9R923,53,62,29,95.5,0.547169811,8.564516129,0.467741935,531,63,1,1
5OPRK,53,62,44,40.77419355,0.830188679,8.532258065,0.709677419,529,66,1,1
KDVEV,662,751,224,26.32623169,0.33836858,4.900133156,0.298268975,3680,764,1,1
A5GIK,63,87,51,73.81609195,0.80952381,8.057471264,0.586206897,701,90,1,1
0AU97,6,6,5,12,0.833333333,4,0.833333333,24,6,1,1
AEVR3,6,6,3,9.5,0.5,4,0.5,24,6,1,1
VTGT3,6,6,4,9.5,0.666666667,4,0.666666667,24,6,1,1
8G7SH,6,7,2,3.428571429,0.333333333,3.428571429,0.285714286,24,8,1,1
VZWWW,53,81,44,32.0617284,0.830188679,5.790123457,0.543209877,469,81,1,1
15HIP,53,74,44,77.39189189,0.830188679,6.324324324,0.594594595,468,94,1,1
TEDO0,662,689,27,0.67053701,0.040785498,3.117561684,0.039187228,2148,687,1,1
MQUIK,4449,4924,3191,38.58407799,0.717239829,7.502843217,0.648050366,36944,4961,1,1
DAV7X,6,7,2,0,0.333333333,3.285714286,0.285714286,23,8,1,1
YLJ3T,6,7,2,1.571428571,0.333333333,3.285714286,0.285714286,23,7,1,1
TKN81,6,6,4,15,0.666666667,3.833333333,0.666666667,23,6,1,1
NGGBY,6,6,5,5,0.833333333,3.833333333,0.833333333,23,6,1,1
7CLN0,53,69,34,26.86956522,0.641509434,6.652173913,0.492753623,459,70,1,1
9NHU1,53,58,28,52.13793103,0.528301887,7.844827586,0.482758621,455,64,1,1
QQFUV,661,782,523,61.07800512,0.791225416,9.597186701,0.668797954,7505,796,1,1
018IK,191,209,45,20.01435407,0.235602094,4.90430622,0.215311005,1025,215,1,1
FDB6D,6,6,5,11.33333333,0.833333333,3.833333333,0.833333333,23,6,1,1
3AOHA,6,6,4,11.16666667,0.666666667,3.833333333,0.666666667,23,6,1,1
70ON4,6,7,2,4.142857143,0.333333333,3.285714286,0.285714286,23,7,1,1
XEWM1,6,6,3,2.833333333,0.5,3.666666667,0.5,22,6,1,1
I2OOV,53,58,42,30.06896552,0.79245283,7.689655172,0.724137931,446,58,1,1
F7MOP,53,64,32,46.65625,0.603773585,6.828125,0.5,437,65,1,1
VOZS5,659,843,544,124.118624,0.825493171,13.70225386,0.645314353,11551,1003,1,1
O9PB1,180,408,128,37.06372549,0.711111111,5.139705882,0.31372549,2097,419,1,1
XYRIJ,6,6,2,1.666666667,0.333333333,3.666666667,0.333333333,22,6,1,1
11G7R,6,6,4,9.833333333,0.666666667,3.666666667,0.666666667,22,6,1,1
UCT7E,6,7,0,1,0,3.142857143,0,22,7,1,1
X2C06,6,7,1,10,0.166666667,3.142857143,0.142857143,22,7,1,1
6NHPA,53,78,48,54.26923077,0.905660377,4.961538462,0.615384615,387,78,1,1
XBYWH,53,62,32,12.85483871,0.603773585,6.209677419,0.516129032,385,65,1,1
RRCOW,659,701,58,5.480741797,0.08801214,3.256776034,0.082738944,2283,699,1,1
4ZPX1,745,835,528,57.05988024,0.708724832,8.423952096,0.632335329,7034,854,1,1
R9UZG,6,6,4,3.833333333,0.666666667,3.666666667,0.666666667,22,6,1,1
WFD9X,6,7,2,4.714285714,0.333333333,3.142857143,0.285714286,22,7,1,1
SI53S,6,7,0,0.285714286,0,3,0,21,7,1,1
3JHFD,6,6,3,1.833333333,0.5,3.5,0.5,21,6,1,1
BLOVB,53,76,24,26.21052632,0.452830189,4.921052632,0.315789474,374,77,1,1
9U317,53,62,23,11.25806452,0.433962264,4.467741935,0.370967742,277,63,1,1
Y1HQP,657,916,404,29.32969432,0.614916286,4.573144105,0.441048035,4189,938,1,1
K1QTQ,486,533,326,61.37711069,0.670781893,9.015009381,0.61163227,4805,547,1,1
2VSGY,6,6,3,3.333333333,0.5,3.5,0.5,21,6,1,1
TQ550,6,7,0,0,0,3,0,21,7,1,1
OI8TK,6,6,2,3.666666667,0.333333333,3.5,0.333333333,21,6,1,1
GVHS0,6,6,3,2.833333333,0.5,3.5,0.5,21,6,1,1
N4BZR,53,66,11,13.68181818,0.20754717,4.121212121,0.166666667,272,66,1,1
I6J2S,53,57,15,22.24561404,0.283018868,3.701754386,0.263157895,211,57,1,1
MGU8Y,657,677,13,0.064992614,0.01978691,2.983751846,0.019202363,2020,675,1,1
WSEI6,624,697,171,19.19799139,0.274038462,4.457675753,0.245337159,3107,703,1,1
URJBW,6,6,1,1.166666667,0.166666667,3.333333333,0.166666667,20,6,1,1
H3RMW,6,7,0,0,0,2.857142857,0,20,7,1,1
FGY1F,6,7,1,2.285714286,0.166666667,2.857142857,0.142857143,20,7,1,1
JQIKK,6,6,3,0,0.5,3.333333333,0.5,20,6,1,1
OAVVA,53,64,13,30.03125,0.245283019,3.078125,0.203125,197,64,1,1
3NL6N,53,57,2,0,0.037735849,2.964912281,0.035087719,169,57,1,1
21TQV,656,727,388,29.40440165,0.591463415,6.584594223,0.533700138,4787,739,1,1
AWZKH,24,37,21,127.3513514,0.875,13.94594595,0.567567568,516,46,1,1
AYKCA,6,6,1,0.333333333,0.166666667,3.333333333,0.166666667,20,6,1,1
0F2I2,6,6,4,15.83333333,0.666666667,3.333333333,0.666666667,20,6,1,1
7D2TW,6,6,1,1.833333333,0.166666667,3.166666667,0.166666667,19,6,1,1
UOAKZ,6,6,1,2,0.166666667,3.166666667,0.166666667,19,6,1,1
5NE7Z,53,55,3,0.018181818,0.056603774,3.036363636,0.054545455,167,55,1,1
WT668,52,74,37,226.5,0.711538462,18.7027027,0.5,1384,77,1,1
I8GDO,654,912,491,43.16776316,0.750764526,6.993421053,0.538377193,6378,936,1,1
8WXPN,1522,1779,1693,66.88757729,1.112352168,12.14165261,0.951658235,21600,4019,1,1
XM0JR,6,6,0,0,0,3.166666667,0,19,6,1,1
0MW0R,6,6,1,0,0.166666667,3.166666667,0.166666667,19,6,1,1
XF7GC,6,6,0,0,0,3,0,18,6,1,1
ZA8JG,6,6,0,0,0,3,0,18,6,1,1
I3RJD,52,63,45,172.047619,0.865384615,15.42857143,0.714285714,972,74,1,1
09I87,52,74,37,99.66216216,0.711538462,12.14864865,0.5,899,78,1,1
T3OKW,654,855,389,37.79883041,0.594801223,6.616374269,0.45497076,5657,878,1,1
6QXRM,19,126,77,193.5634921,4.052631579,10.72222222,0.611111111,1351,153,1,1
0ZMH5,6,6,0,0,0,3,0,18,6,1,1
UA26F,6,6,0,0,0,3,0,18,6,1,1
QNEHM,6,6,0,0,0,3,0,18,6,1,1
3X558,6,6,0,0,0,3,0,18,6,1,1
C4U35,52,75,45,99.96,0.865384615,11.01333333,0.6,826,80,1,1
WG6AC,52,94,42,71.31914894,0.807692308,8.744680851,0.446808511,822,97,1,1
EY8MJ,654,897,226,25.56744705,0.345565749,4.628762542,0.251950948,4152,930,1,1
B9TQ0,89,127,69,73.24409449,0.775280899,10.06299213,0.543307087,1278,139,1,1
NWLX2,6,6,0,0,0,3,0,18,6,1,1
8QJUJ,6,6,0,0,0,3,0,18,6,1,1
159NE,5,25,24,530,4.8,1251.76,0.96,31294,716,1,1
UTXV9,5,27,22,216.8518519,4.4,28.92592593,0.814814815,781,34,1,1
H69TI,52,105,48,76.3047619,0.923076923,6.447619048,0.457142857,677,110,1,1
00LOL,52,73,35,46.71232877,0.673076923,8.863013699,0.479452055,647,76,1,1
A1OAK,653,760,409,55.92105263,0.626339969,8.834210526,0.538157895,6714,781,1,1
ECBC6,703,940,489,35.39148936,0.695590327,5.564893617,0.520212766,5231,956,1,1
LF6O7,5,43,35,107.3255814,7,17.37209302,0.813953488,747,55,1,1
Y7CN3,5,73,58,64.57534247,11.6,10.06849315,0.794520548,735,85,1,1
9VLQJ,5,23,15,141.3913043,3,31.13043478,0.652173913,716,41,1,1
3SRYS,5,26,18,87.38461538,3.6,26.65384615,0.692307692,693,41,1,1
UPVLM,52,66,43,76.66666667,0.826923077,9.681818182,0.651515152,639,71,1,1
262HU,52,55,35,83.8,0.673076923,11.56363636,0.636363636,636,57,1,1
B72N2,653,825,329,34.85090909,0.503828484,6.345454545,0.398787879,5235,840,1,1
X27IG,889,1185,599,35.32742616,0.673790776,6.200843882,0.505485232,7348,1228,1,1
0GCUQ,5,82,54,77.2195122,10.8,8.268292683,0.658536585,678,95,1,1
SCCRE,5,112,96,83.9375,19.2,5.991071429,0.857142857,671,189,1,1
VWPC8,5,37,28,81.94594595,5.6,17.75675676,0.756756757,657,40,1,1
BCYL1,5,51,38,114.2156863,7.6,12.17647059,0.745098039,621,57,1,1
D057K,52,65,52,72.56923077,1,9.707692308,0.8,631,67,1,1
MSCW0,52,62,48,45.83870968,0.923076923,9.258064516,0.774193548,574,62,1,1
FOUVV,650,692,506,64.06647399,0.778461538,10.93641618,0.731213873,7568,721,1,1
42L0T,993,1254,624,23.49521531,0.628398792,5.118819777,0.497607656,6419,1282,1,1
CRU89,5,18,13,295.1666667,2.6,34.33333333,0.722222222,618,24,1,1
PTI5L,5,10,9,909.8,1.8,61,0.9,610,41,1,1
AAHAG,5,38,34,167.7894737,6.8,14.57894737,0.894736842,554,50,1,1
EOJXG,5,56,30,67.375,6,9.625,0.535714286,539,60,1,1
KP217,52,62,46,54.82258065,0.884615385,9.129032258,0.741935484,566,62,1,1
VHFSR,52,69,31,71.95652174,0.596153846,8.072463768,0.449275362,557,74,1,1
UOZKD,649,754,164,28.76525199,0.252696456,4.771883289,0.217506631,3598,766,1,1
TB7XX,197,355,205,61.41690141,1.040609137,5.535211268,0.577464789,1965,423,1,1
53CAP,5,42,26,98.73809524,5.2,12.83333333,0.619047619,539,54,1,1
4FSBH,5,15,11,193.8666667,2.2,35.86666667,0.733333333,538,19,1,1
UZ6O7,5,29,21,141.4827586,4.2,17,0.724137931,493,33,1,1
23RH4,5,20,18,161.1,3.6,24.25,0.9,485,24,1,1
Q8YB5,52,74,50,73.81081081,0.961538462,7.108108108,0.675675676,526,77,1,1
SM5IA,52,74,37,76.63513514,0.711538462,6.810810811,0.5,504,86,1,1
9T91D,649,824,236,13.24757282,0.363636364,4.03276699,0.286407767,3323,834,1,1
2VUNB,6,19,12,81.26315789,2,12.78947368,0.631578947,243,24,1,1
AWK95,5,9,7,476.5555556,1.4,52,0.777777778,468,18,1,1
EBTPN,5,9,8,600.3333333,1.6,48.22222222,0.888888889,434,11,1,1
PWPOL,5,31,22,211.8064516,4.4,13.38709677,0.709677419,415,35,1,1
